id	cdempresa	dsempresa	cdempresasimop	dsdescontarintervalo	dssiglasimop	linhaid	cdlinha	dslinha
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	496	843	"ALTO DA BONDADE / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	497	844	"SANTA CASA / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	499	846	"ÁGUAS COMPRIDAS (BACURAU)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	500	847	"ALTO NOVA OLINDA / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	501	848	"ÁGUAS COMPRIDAS (COMPLEMENTAR)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	502	849	"VILA N. S. DA CONCEIÇÃO"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	503	850	"AGUAZINHA / JOANA BEZERRA"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	504	851	"CÓRREGO DO ABACAXI"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	505	852	"CAIXA D'ÁGUA / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	506	853	"CÓRREGO DO ABACAXI (COMPLEMENTAR)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	507	860	"TI XAMBÁ (PRÍNCIPE)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	508	861	"TI JOANA BEZERRA / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	509	862	"OLINDA / ESTACIONAMENTO LEGAL"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	510	870	"TI XAMBÁ / TI LARGO DA PAZ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	511	880	"TERMINAL DO CAENGA (BILHETERIA)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	512	881	"TI XAMBÁ / RIO DOCE (AV. GETÚLIO VARGAS)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	513	882	"TI XAMBÁ / RIO DOCE (CARLOS DE LIMA CAVALCANTI)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	514	883	"TI PE-15 / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	515	884	"JARDIM BRASIL / RIO DOCE"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	516	885	"SÍTIO NOVO / RIO DOCE"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	517	886	"OURO PRETO / RIO DOCE"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	518	889	"CAIXA DÁGUA / CAENGA"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	521	892	"ALTO DO CAJUEIRO / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	522	893	"TI PE-15 / ALTO DA CONQUISTA"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	523	894	"TI XAMBÁ / CÓRREGO DO ABACAXI"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	524	895	"ALTO SOL NASCENTE / TI XAMBÁ"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	525	896	"CIDADE TABAJARA / OURO PRETO"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	526	897	"SANTA CASA / CAENGA"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	539	910	"PIEDADE / TI RIO DOCE"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	540	911	"OURO PRETO (COHAB)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	543	914	"TI PE-15 / TI AFOGADOS"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	544	915	PE-15
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	545	916	"OURO PRETO / JOANA BEZERRA"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	549	920	"RIO DOCE / CDU"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	550	921	"OURO PRETO (JATOBÁ I)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	555	926	"OURO PRETO (JATOBÁ II)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	556	927	"OURO PRETO (BACURAU)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	912	6842	"ÁGUAS COMPRIDAS / TI XAMBÁ (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	916	6843	"ALTO DA BONDADE / TI XAMBÁ (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	918	6844	"SANTA CASA / TI XAMBÁ (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	919	6852	"CAIXA D'ÁGUA/ TI XAMBÁ (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	920	6820	"TI XAMBÁ (CABUGÁ) (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	923	6861	"TI XAMBÁ / TI JOANA BEZERRA (LINHA DE BLOQUEIO) (XAM)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	926	6881	"TI XAMBÁ / RIO DOCE (AV. GETÚLIO VARGAS) (LINHA DE BLOQUEIO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	927	6870	"TI XAMBÁ / TI LARGO DA PAZ (LINHA DE BLOQUEIO) (XAM)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	930	9914	"TI PE-15/TI AFOGADOS (LINHA DE BLOQUEIO) (AFO)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	994	858	"TI JOANA BEZERRA / TI AFOGADOS / TI BARRO"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	1003	6883	"TI PE-15/TI XAMBÁ (VALIDADOR MÓVEL) (IGA)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	1030	6014	"TI PE-15 / TI AFOGADOS (PRÉ-EMBARQUE) (PE15)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	1031	6025	"JARDIM BRASIL / TI JOANA BEZERRA (PRÉ-EMBARQUE)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	1033	6061	"TI JOANA BEZERRA / TI XAMBÁ (PRÉ-EMBARQUE) (JOA)"
3	CAX	"CAXANGÁ EMPRESA DE TRANSPORTE COLETIVO S/A."	012	S	CA	1046	6058	"TI JOANA BEZERRA / TI AFOGADOS / TI BARRO (PRÉ-EMBARQUE)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	77	103	"UR-11 / TI BARRO"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	82	108	"TI BARRO / CEASA"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	111	137	"UR-11/TI TANCREDO NEVES"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	117	143	"TI TANCREDO NEVES / UR-06"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	120	146	"UR-11 (BACURAU)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	121	147	"ZUMBI DO PACHECO / TIP"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	122	148	"TIP(CURADOS)/TI CAVALEIRO"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	123	149	"TI CAVALEIRO / ZUMBI DO PACHECO"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	141	167	"TI TANCREDO NEVES (IMIP)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	142	168	"TI TANCREDO NEVES (CDE. B. VISTA)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	164	190	"UR-11 / IPSEP"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	174	200	"TI JABOATÃO (PARADOR)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	192	219	"TI TIP / TI JABOATÃO (SANCHO)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	193	220	"TI JABOATÃO / TI CAVALEIRO"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	200	230	"TIP / JABOATÃO (BR-232)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	215	250	"TI JABOATÃO / SANTO ALEIXO (LUZ)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	216	251	"TI JABOATÃO / SANTO ALEIXO (RIOS)"
4	STA	"AUTO VIACAO SANTA CRUZ LTDA"	000	S	00	219	254	"JABOATÃO (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	28	028	"LINHA ESPECIAL (ANEL A)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	44	044	"MASSANGANA (BOA VISTA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	47	047	"TI COSME E DAMIÃO / ARENA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	48	048	"TI TIP / ARENA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	53	053	"SHOPPING RIO MAR (OPCIONAL)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	57	057	"ILHA DO RETIRO / ARENA (VIA ABDIAS DE CARVALHO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	59	059	"TI JOANA BEZERRA (BILHETERIA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	74	100	"CIRCULAR (CONDE DA BOA VISTA /PREFEITURA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	75	101	"TI RECIFE / TI J. BEZERRA (BOA VISTA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	76	102	"TI SANTA LUZIA / IBURA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	77	103	"UR-11 / TI BARRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	78	104	"TI J. BEZERRA / TI RECIFE (IMIP)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	80	106	"TI SANTA LUZIA / PARQUE AERONÁUTICA (JIQUIÁ)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	81	107	"TI RECIFE (CABUGÁ/PCR)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	82	108	"TI BARRO / CEASA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	84	110	"IBURA / TI PRAZERES"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	89	115	"TI AEROPORTO / TI AFOGADOS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	90	116	"TI RECIFE (PRÍNCIPE)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	91	117	"TI RECIFE (PCR/CABUGÁ)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	100	126	"TI TANCREDO NEVES / UR-03"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	102	128	"TI BARRO / UR-03 (MILAGRES)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	105	131	"UR-02 (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	106	132	"TI TANCREDO NEVES / UR-02 (IBURA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	108	134	"LAGOA ENCANTADA / TI TANCREDO NEVES"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	109	135	"UR-10 / TI TANCREDO NEVES"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	110	136	"TI TANCREDO NEVES / UR-05"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	112	138	"TI TANCREDO NEVES / ZUMBI DO PACHECO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	115	141	"JARDIM MONTE VERDE / TI TANCREDO NEVES"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	116	142	"TI TANCREDO NEVES / ALTO DOIS CARNEIROS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	117	143	"TI TANCREDO NEVES / UR-06"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	118	144	"UR-04 / TI TANCREDO NEVES"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	119	145	"ALTO DOIS CARNEIROS (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	120	146	"UR-11 (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	122	148	"TIP(CURADOS)/TI CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	123	149	"TI CAVALEIRO / ZUMBI DO PACHECO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	141	167	"TI TANCREDO NEVES (IMIP)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	142	168	"TI TANCREDO NEVES (CDE. B. VISTA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	143	169	"TI CAVALEIRO / ALTO DOIS CARNEIROS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	164	190	"UR-11 / IPSEP"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	174	200	"TI JABOATÃO (PARADOR)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	176	202	"TI BARRO / TI MACAXEIRA (VÁRZEA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	177	203	"TI BARRO / ZUMBI DO PACHECO (LOT.)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	178	204	"TI SANTA LUZIA / LOTEAMENTO JIQUIÁ"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	179	205	"TI BARRO / UR-05 (BR-101)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	181	207	"TI BARRO / TI MACAXEIRA (BR-101)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	183	209	"TI BARRO / COQUEIRAL"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	184	210	"TI BARRO (BILHETERIA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	185	211	"VILA TAMANDARÉ"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	186	212	"JARDIM SÃO PAULO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	187	214	"UR-02 / IBURA (OPCIONAL)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	189	216	"TI BARRO / TI CAJUEIRO SECO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	193	220	"TI JABOATÃO / TI CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	194	221	"VILA CARDEAL E SILVA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	195	222	"JARDIM UCHÔA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	201	232	CAVALEIRO
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	202	233	"CAVALEIRO (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	203	234	"CAVALEIRO / AFOGADOS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	204	235	"CAVALEIRO / AFOGADOS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	208	241	"NOVA ESPERANÇA / CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	209	242	"PACHECO (FLORESTA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	210	243	"VILA DOIS CARNEIROS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	211	244	"ALTO DO VENTO / TI CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	212	245	"DOIS CARNEIROS / TI CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	215	250	"TI JABOATÃO / SANTO ALEIXO (LUZ)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	216	251	"TI JABOATÃO / SANTO ALEIXO (RIOS)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	217	252	"VILA RICA / TI JABOATÃO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	219	254	"JABOATÃO (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	220	255	"QUITANDINHA / TI CAVALEIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	221	256	"TI CAVALEIRO / LOT. NOVA ESPERANÇA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	225	261	"TI JABOATÃO / VILA PIEDADE"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	226	262	"TI JABOATÃO / MALVINAS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	228	265	"TI JABOATÃO (BILHETERIA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	230	272	"COLÔNIA / TI JABOATÃO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	232	274	"TI JABOATÃO / LOTE 56"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	233	275	"SANTO ANTÔNIO / JABOATÃO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	246	300	"AFOGADOS / ILHA DO LEITE"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	253	311	"BONGI (AFOGADOS)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	254	312	MUSTARDINHA
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	255	313	"SAN MARTIN (A. DE CARVALHO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	256	314	MANGUEIRA
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	257	315	BONGI
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	258	316	"SAN MARTIN (COMPLEMENTAR)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	259	317	"BONGI (AGAMENON)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	261	321	"JARDIM SÃO PAULO (A. CARVALHO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	262	322	"JARDIM SÃO PAULO (BACURAU)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	263	323	"JARDIM SÃO PAULO (COMPLEMENTAR)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	264	324	"JARDIM SÃO PAULO (PIRACICABA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	285	380	"CDU/SAN MARTIN (VIA TORRÕES)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	301	412	"TI SANTA LUZIA / TI GETÚLIO VARGAS"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	313	424	"CDU / LARGO DA PAZ (VIA TORRÕES/SAN MARTIN)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	434	645	"TI MACAXEIRA (AV. NORTE)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	621	992	"PAU AMARELO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	880	259	"TI CAVALEIRO / RETIRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	882	224	"UR-11 / JORDÃO (OPCIONAL)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	885	213	"ESTAÇÃO DE BLOQUEIO SANTA LUZIA"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	887	223	"TI RECIFE (LINHA DE BLOQUEIO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	906	4133	"TRÊS CARNEIROS (CAIS DE SANTA RITA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	909	4137	"UR-11 (CAIS DE SANTA RITA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	911	4123	"TRÊS CARNEIROS BAIXO (CAIS DE SANTA RITA)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	929	9115	"TI AEROPORTO / TI AFOGADOS (LINHA DE BLOQUEIO) (AFO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	937	3200	"TI JABOATÃO (PARADOR) (LINHA DE BLOQUEIO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	938	3251	"SANTO ALEIXO / TI JABOATÃO (RIOS) (LINHA DE BLOQUEIO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	939	3252	"VILA RICA / TI JABOATÃO (SANCHO) (LINHA DE BLOQUEIO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	940	3272	"COLÔNIA / TI JABOATÃO (LINHA DE BLOQUEIO)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	978	3202	"BARRO / MACAXEIRA (VÁRZEA) (VALIDADOR MÓVEL) (CAX)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	993	238	"TI JABOATÃO / TI BARRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	994	858	"TI JOANA BEZERRA / TI AFOGADOS / TI BARRO"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	1012	3101	"CIRCULAR (C. BOA VISTA/ RUA DO SOL) (PRÉ-EMBARQUE)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	1024	4213	"TI BARRO / ZUMBI DO PACHECO (LOT.) (PRÉ-EMBARQUE)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	1025	4015	"TI BARRO / UR-05 (BR-101) (PRÉ-EMBARQUE)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	1027	4016	"TI BARRO / TI CAJUEIRO SECO (PRÉ-EMBARQUE) (BAR)"
5	EME	"METROPOLITANA EMPRESA DE TRANSPORTE COLETIVO S/A."	013	S	EM	1028	4002	"TI BARRO / TI MACAXEIRA (VÁRZEA) (PRÉ-EMBARQUE) (BAR)"
